loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100482,B-87552,JUMBO,2019-12-03,2034-12-03,224092.12,131320.31,3.517,180,FL,PURCHASE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100075,B-93709,FHA,2018-09-28,2033-09-28,327843.22,111721.76,5.193,180,MI,PURCHASE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100959,B-90793,JUMBO,2021-05-30,2031-05-31,467950.62,418423.36,4.46,120,NY,REFINANCE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100730,B-40042,JUMBO,2022-08-31,2052-09-01,297078.93,29254.61,4.984,360,OH,CASH_OUT,D,10+ years,$0-$50k,DELINQUENT,59,Servicer_C,2024-01-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100530,B-53352,FHA,2022-05-08,2032-05-08,240623.91,119317.85,6.396,120,IL,PURCHASE,A,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100988,B-81123,CONVENTIONAL,2020-05-01,2030-05-02,180362.41,162673.87,7.127,120,TX,REFINANCE,B,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100072,B-54887,CONVENTIONAL,2021-10-03,2036-10-03,141592.68,78299.65,5.906,180,NC,CASH_OUT,A,8-10 years,$100k-$150k,DELINQUENT,56,Servicer_A,2024-02-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100031,B-86403,CONVENTIONAL,2015-11-06,2045-11-06,248335.46,79878.43,3.099,360,FL,CASH_OUT,A,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-25,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100894,B-82838,JUMBO,2022-08-19,2052-08-20,140898.38,86627.93,5.927,360,PA,PURCHASE,C,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-02-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100299,B-58577,FHA,2020-09-02,2035-09-04,273357.15,88512.54,3.204,180,NC,REFINANCE,D,10+ years,$150k+,CURRENT,0,Servicer_A,2024-01-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100853,B-47522,VA,2019-12-16,2029-12-16,456377.02,339249.28,6.285,120,PA,PURCHASE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100744,B-64217,JUMBO,2020-09-09,2050-09-10,146696.99,73069.25,6.48,360,NC,REFINANCE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-02-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100554,B-44821,FHA,2020-07-08,2050-07-09,126355.49,98387.78,6.288,360,PA,CASH_OUT,B,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100123,B-64805,CONVENTIONAL,2017-04-29,2047-04-30,415124.21,209804.89,6.341,360,OH,REFINANCE,B,8-10 years,$50k-$100k,DELINQUENT,52,Servicer_C,2024-02-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100938,B-19495,FHA,2016-05-11,2031-05-12,375962.56,97301.95,5.707,180,CA,REFINANCE,A,< 1 year,$0-$50k,CURRENT,0,Servicer_B,2024-02-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100555,B-19250,VA,2019-02-05,2049-02-05,408170.49,250412.36,3.432,360,GA,REFINANCE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100135,B-16039,FHA,2023-08-09,2038-08-09,356903.64,211876.79,4.014,180,TX,PURCHASE,A,< 1 year,$100k-$150k,DELINQUENT,71,Servicer_A,2024-01-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100712,B-70336,FHA,2018-11-17,2033-11-17,253230.6,25182.88,4.213,180,PA,PURCHASE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-17,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100167,B-17620,VA,2016-05-04,2046-05-06,272252.94,43737.94,7.304,360,NY,REFINANCE,A,10+ years,$150k+,CURRENT,0,Servicer_B,2024-02-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100048,B-58201,VA,2022-03-30,2032-03-30,207204.25,42100.88,3.796,120,NY,CASH_OUT,A,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100534,B-40470,JUMBO,2020-07-02,2050-07-04,106391.29,98077.48,3.141,360,NC,REFINANCE,D,< 1 year,$50k-$100k,DELINQUENT,85,Servicer_A,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100434,B-79925,FHA,2018-12-09,2033-12-10,109848.34,32813.98,5.488,180,NC,REFINANCE,B,4-7 years,$0-$50k,DELINQUENT,84,Servicer_C,2024-01-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100968,B-88214,JUMBO,2019-06-01,2034-06-01,209903.46,68735.68,7.309,180,OH,REFINANCE,D,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100317,B-24286,VA,2022-01-19,2032-01-20,256637.7,79031.62,3.417,120,OH,PURCHASE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100874,B-73019,VA,2021-11-10,2051-11-12,139866.29,73330.6,3.981,360,NC,PURCHASE,B,10+ years,$150k+,DELINQUENT,48,Servicer_A,2024-02-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100283,B-89814,JUMBO,2019-08-25,2029-08-24,298993.71,184755.88,4.044,120,PA,PURCHASE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100095,B-15903,VA,2021-05-06,2031-05-07,262027.16,241429.29,5.145,120,CA,REFINANCE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-20,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100181,B-57236,JUMBO,2015-11-19,2045-11-19,357899.3,228051.95,6.197,360,GA,REFINANCE,B,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-02-20,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100148,B-67014,JUMBO,2020-03-14,2030-03-14,442793.72,210019.37,5.746,120,PA,PURCHASE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-31,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100533,B-10254,CONVENTIONAL,2019-06-21,2034-06-21,416541.35,259211.68,2.748,180,OH,CASH_OUT,A,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100806,B-18148,VA,2020-06-17,2035-06-18,471787.36,360679.13,6.471,180,NC,PURCHASE,D,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100380,B-57829,FHA,2022-02-13,2052-02-14,363668.31,214218.26,3.691,360,PA,PURCHASE,A,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-02-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100813,B-67008,VA,2021-01-29,2051-01-31,246252.37,213390.99,3.843,360,MI,PURCHASE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100376,B-97914,VA,2022-08-22,2037-08-23,227460.7,54183.44,5.569,180,NC,PURCHASE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-17,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100845,B-48565,JUMBO,2022-01-03,2032-01-04,68569.25,26173.15,6.861,120,CA,PURCHASE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100659,B-68465,CONVENTIONAL,2017-03-30,2047-03-31,250470.85,142237.13,3.278,360,GA,REFINANCE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-29,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100521,B-55188,JUMBO,2019-11-17,2049-11-17,86753.33,10656.6,4.908,360,PA,CASH_OUT,D,10+ years,$150k+,CURRENT,0,Servicer_C,2024-02-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100194,B-27547,VA,2015-11-04,2025-11-04,383518.89,248021.67,4.439,120,OH,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100277,B-88309,CONVENTIONAL,2023-04-15,2053-04-15,471232.95,68052.77,5.022,360,CA,PURCHASE,A,8-10 years,$50k-$100k,DELINQUENT,80,Servicer_B,2024-01-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100429,B-32688,CONVENTIONAL,2018-10-18,2048-10-19,100946.8,30212.66,3.364,360,MI,REFINANCE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100395,B-39315,FHA,2018-07-08,2028-07-08,280734.98,86105.74,7.417,120,TX,REFINANCE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100403,B-65787,CONVENTIONAL,2018-04-16,2028-04-16,333182.92,202105.48,3.261,120,NC,CASH_OUT,D,8-10 years,$50k-$100k,DELINQUENT,66,Servicer_C,2024-01-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100165,B-54949,FHA,2018-04-29,2048-04-29,81114.69,29999.85,3.828,360,PA,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100809,B-52031,FHA,2019-02-18,2049-02-18,450838.41,90034.34,3.81,360,PA,CASH_OUT,C,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100203,B-28485,CONVENTIONAL,2020-03-15,2030-03-16,109719.09,21259.37,6.161,120,TX,PURCHASE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-29,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100470,B-81712,VA,2017-09-04,2032-09-04,497102.32,96069.82,2.641,180,CA,CASH_OUT,B,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100657,B-54400,JUMBO,2019-05-01,2034-05-01,193548.27,111715.26,3.848,180,CA,PURCHASE,D,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100605,B-53169,JUMBO,2017-11-20,2047-11-22,257490.26,182153.91,6.145,360,OH,REFINANCE,B,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100614,B-42653,FHA,2023-02-05,2053-02-05,270426.09,228835.41,7.288,360,NC,PURCHASE,A,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-03,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100030,B-51828,CONVENTIONAL,2022-06-12,2032-06-12,347068.91,122937.03,2.864,120,FL,REFINANCE,C,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100016,B-23527,JUMBO,2019-11-20,2034-11-21,211009.75,36385.44,4.774,180,PA,PURCHASE,B,< 1 year,$0-$50k,CURRENT,0,Servicer_C,2024-01-21,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100249,B-31782,VA,2017-02-19,2047-02-20,489693.69,256579.03,5.146,360,TX,CASH_OUT,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100727,B-99504,CONVENTIONAL,2015-02-08,2030-02-09,277751.99,153521.5,7.3,180,MI,CASH_OUT,B,1-3 years,$50k-$100k,DELINQUENT,42,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100363,B-69642,JUMBO,2017-10-04,2047-10-06,323917.85,123138.02,3.487,360,OH,REFINANCE,A,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100824,B-65760,FHA,2021-10-23,2051-10-24,131219.71,15245.86,3.228,360,TX,CASH_OUT,B,< 1 year,$0-$50k,DELINQUENT,74,Servicer_C,2024-01-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100955,B-12998,JUMBO,2016-01-05,2031-01-05,120288.14,80172.75,2.93,180,GA,REFINANCE,D,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100558,B-75052,CONVENTIONAL,2015-03-04,2030-03-04,167264.16,136762.2,6.154,180,TX,REFINANCE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-20,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100319,B-94991,FHA,2019-10-07,2049-10-07,123894.97,54484.99,4.828,360,NY,CASH_OUT,A,< 1 year,$50k-$100k,DELINQUENT,35,Servicer_C,2024-01-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100990,B-76043,CONVENTIONAL,2019-10-30,2049-10-30,61232.05,8193.75,4.958,360,NC,PURCHASE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-08,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100789,B-46289,FHA,2018-12-05,2028-12-05,351276.91,72068.41,3.021,120,OH,PURCHASE,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-08,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100747,B-72806,VA,2018-01-07,2048-01-09,351105.4,53437.85,6.47,360,CA,PURCHASE,C,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-09,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100997,B-21342,JUMBO,2015-05-15,2045-05-15,115376.31,53469.34,6.346,360,OH,CASH_OUT,B,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100890,B-68578,CONVENTIONAL,2016-12-04,2026-12-05,391604.43,182989.2,3.386,120,PA,REFINANCE,A,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100699,B-12310,FHA,2023-08-06,2053-08-07,244350.42,76823.42,3.831,360,CA,REFINANCE,D,4-7 years,$0-$50k,DELINQUENT,44,Servicer_C,2024-01-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100921,B-31519,FHA,2015-08-07,2045-08-08,432148.68,278505.85,3.62,360,CA,CASH_OUT,D,1-3 years,$100k-$150k,DELINQUENT,41,Servicer_A,2024-01-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100703,B-72471,VA,2023-10-11,2038-10-12,280698.69,71648.09,6.152,180,CA,CASH_OUT,D,4-7 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100972,B-66174,FHA,2016-11-18,2031-11-19,141005.81,101327.33,6.299,180,FL,REFINANCE,B,< 1 year,$0-$50k,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100506,B-16027,JUMBO,2015-01-23,2030-01-23,373478.69,112750.15,3.453,180,OH,PURCHASE,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100535,B-65625,FHA,2021-01-07,2036-01-08,302205.47,130290.37,6.032,180,NY,CASH_OUT,A,< 1 year,$150k+,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100126,B-43358,JUMBO,2020-10-14,2030-10-14,436333.99,87234.3,6.859,120,FL,PURCHASE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100394,B-49895,VA,2019-06-21,2034-06-21,381331.49,312685.55,4.715,180,GA,REFINANCE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100731,B-56196,JUMBO,2017-08-25,2027-08-25,322493.46,270587.24,7.137,120,GA,REFINANCE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-21,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100366,B-42977,FHA,2017-01-17,2047-01-18,496810.9,72894.75,4.357,360,NC,PURCHASE,B,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100855,B-40640,JUMBO,2021-12-26,2051-12-28,225991.97,193743.09,5.769,360,MI,REFINANCE,B,< 1 year,$50k-$100k,DELINQUENT,30,Servicer_A,2024-01-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100677,B-84210,JUMBO,2023-12-16,2033-12-16,463180.16,184610.04,4.998,120,MI,CASH_OUT,C,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100423,B-96355,CONVENTIONAL,2023-08-09,2033-08-08,186297.78,88292.09,5.068,120,FL,PURCHASE,B,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100586,B-65605,FHA,2021-01-24,2036-01-25,478400.22,199506.52,5.963,180,PA,CASH_OUT,B,4-7 years,$100k-$150k,DELINQUENT,63,Servicer_B,2024-01-25,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100623,B-83364,CONVENTIONAL,2023-07-15,2053-07-16,221525.01,33300.77,2.998,360,OH,CASH_OUT,A,8-10 years,$150k+,DELINQUENT,61,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100338,B-89655,FHA,2016-11-17,2026-11-18,51710.16,27352.23,5.16,120,CA,REFINANCE,D,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-01-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100681,B-44109,VA,2018-06-16,2048-06-17,431327.24,138744.61,3.473,360,CA,REFINANCE,D,10+ years,$0-$50k,DELINQUENT,56,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100121,B-98257,FHA,2017-01-03,2027-01-04,382691.7,71478.93,4.973,120,CA,PURCHASE,B,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100796,B-30517,VA,2021-12-13,2051-12-14,74026.51,16166.78,3.295,360,NC,PURCHASE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100442,B-56592,VA,2015-05-07,2045-05-07,474209.09,88019.38,3.488,360,NC,PURCHASE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100649,B-34765,VA,2016-12-11,2031-12-12,301745.64,53887.9,6.16,180,CA,REFINANCE,A,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100178,B-30510,CONVENTIONAL,2017-11-17,2027-11-18,319704.59,97035.26,3.631,120,OH,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100375,B-46008,FHA,2016-09-21,2031-09-22,57145.45,30275.34,7.44,180,OH,REFINANCE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100245,B-56983,JUMBO,2016-03-14,2031-03-15,74966.51,10730.6,5.685,180,NC,CASH_OUT,D,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100218,B-38846,FHA,2016-12-22,2031-12-23,259936.84,43898.59,6.408,180,CA,REFINANCE,A,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-01-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100043,B-47368,FHA,2020-05-12,2030-05-13,227588.07,154898.62,6.115,120,NY,CASH_OUT,C,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
