loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100059,B-14395,FHA,2016-04-16,2031-04-17,431459.08,346335.23,3.919,180,CA,PURCHASE,C,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100915,B-98727,JUMBO,2019-04-03,2029-04-02,94777.66,32954.4,7.404,120,PA,PURCHASE,D,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-01-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100473,B-28048,FHA,2023-05-04,2033-05-04,152382.81,33671.3,4.595,120,PA,PURCHASE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100101,B-44859,JUMBO,2018-12-14,2048-12-14,319323.96,79513.82,6.786,360,MI,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100200,B-61875,CONVENTIONAL,2020-02-05,2035-02-05,404416.78,199743.55,5.922,180,GA,REFINANCE,A,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100636,B-70036,VA,2016-09-07,2031-09-08,303468.7,33759.37,3.467,180,TX,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-01-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100149,B-70532,FHA,2021-02-25,2031-02-26,294252.63,269262.83,2.546,120,IL,CASH_OUT,B,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100413,B-60120,FHA,2018-11-04,2048-11-05,475363.23,145323.99,3.198,360,MI,PURCHASE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100771,B-10812,CONVENTIONAL,2021-01-09,2036-01-10,366104.59,317806.09,4.075,180,FL,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100347,B-15120,FHA,2015-03-31,2030-03-31,287700.44,68325.13,6.2,180,NY,CASH_OUT,C,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100407,B-15145,JUMBO,2017-09-29,2047-09-30,404368.41,188363.73,2.878,360,NC,REFINANCE,B,8-10 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100397,B-95244,VA,2023-04-15,2038-04-15,244893.23,98884.96,2.518,180,MI,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100069,B-61661,CONVENTIONAL,2015-01-16,2025-01-16,80920.52,60475.81,4.11,120,TX,CASH_OUT,A,8-10 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100379,B-74001,VA,2015-08-10,2030-08-10,230630.48,106099.35,6.239,180,TX,PURCHASE,A,4-7 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100058,B-32852,FHA,2021-07-13,2036-07-13,432050.02,77296.4,6.859,180,PA,PURCHASE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100633,B-82316,CONVENTIONAL,2015-10-21,2045-10-21,421610.95,50200.25,6.438,360,MI,CASH_OUT,D,4-7 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100167,B-17620,VA,2016-05-04,2046-05-06,272252.94,48597.71,7.304,360,NY,REFINANCE,A,10+ years,$150k+,CURRENT,0,Servicer_B,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100418,B-79250,FHA,2015-11-27,2045-11-28,286532.3,103890.03,5.873,360,IL,CASH_OUT,D,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100455,B-46911,FHA,2022-07-17,2037-07-17,487001.15,219980.79,3.85,180,NC,PURCHASE,C,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-02-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100313,B-61443,VA,2020-05-25,2050-05-27,254671.92,118715.17,4.78,360,NY,PURCHASE,C,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100070,B-27421,JUMBO,2019-06-05,2029-06-05,95045.59,27475.92,5.455,120,FL,CASH_OUT,A,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100819,B-75280,JUMBO,2019-03-16,2029-03-16,372742.24,325547.19,4.892,120,NC,PURCHASE,C,4-7 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100510,B-39838,CONVENTIONAL,2021-12-27,2031-12-27,471146.49,244122.2,7.097,120,NY,CASH_OUT,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100376,B-97914,VA,2022-08-22,2037-08-23,227460.7,54183.44,5.569,180,NC,PURCHASE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
,B-40494,VA,2016-09-13,2026-09-14,97777.98,70055.49,3.29,120,FL,CASH_OUT,A,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100515,B-26850,VA,2023-12-28,2038-12-28,456594.43,217310.42,3.105,180,FL,CASH_OUT,D,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100045,B-94197,JUMBO,2019-07-25,2049-07-25,375751.93,121044.82,5.525,360,PA,PURCHASE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100965,B-86147,CONVENTIONAL,2018-08-30,2033-08-30,308061.15,141829.23,5.304,180,NY,PURCHASE,C,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-01-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100583,B-26268,JUMBO,2023-04-17,2053-04-17,149418.97,104814.25,4.616,360,OH,REFINANCE,B,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100554,B-44821,FHA,2020-07-08,2050-07-09,126355.49,109319.75,6.288,360,PA,CASH_OUT,B,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100914,B-67447,FHA,2015-02-11,2025-02-10,391639.55,82959.43,7.407,120,PA,CASH_OUT,C,4-7 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100884,B-42846,FHA,2016-10-28,2026-10-29,444153.2,311618.74,5.19,120,PA,REFINANCE,C,4-7 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100173,B-37864,CONVENTIONAL,2016-08-18,2026-08-19,70880.91,19147.31,5.065,120,NC,REFINANCE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100479,B-72918,VA,2019-04-25,2034-04-25,461377.06,259237.74,5.989,180,MI,CASH_OUT,A,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100389,B-50133,CONVENTIONAL,2015-11-02,2025-11-02,461502.39,297090.77,2.882,120,CA,PURCHASE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100755,B-51962,VA,2022-09-23,2032-09-22,159749.28,64609.37,6.87,120,IL,CASH_OUT,B,< 1 year,$0-$50k,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100111,B-76337,VA,2020-03-09,2030-03-09,428083.28,294958.12,7.141,120,OH,REFINANCE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100443,B-77536,VA,2018-09-04,2048-09-04,292571.34,100296.04,3.194,360,TX,PURCHASE,D,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100588,B-73244,JUMBO,2017-07-13,2027-07-14,320566.23,242260.34,3.998,120,CA,REFINANCE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100577,B-25854,VA,2022-10-26,2037-10-26,298300.0,163786.06,5.494,180,OH,REFINANCE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100776,B-99886,FHA,2015-05-13,2030-05-13,457093.29,94924.1,3.104,180,TX,REFINANCE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100373,B-56044,VA,2015-07-07,2030-07-07,205858.32,54289.36,2.631,180,PA,CASH_OUT,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100609,B-77687,JUMBO,2020-08-31,2030-08-31,434827.34,124909.11,4.557,120,IL,REFINANCE,D,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100064,B-84329,CONVENTIONAL,2016-03-29,2026-03-30,160161.01,78004.55,2.806,120,PA,REFINANCE,A,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100329,B-40308,JUMBO,2023-02-17,2033-02-17,450199.8,80200.73,3.521,120,GA,CASH_OUT,B,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100446,B-85134,JUMBO,2023-11-16,2033-11-16,169718.83,69948.18,7.22,120,TX,CASH_OUT,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100366,B-42977,FHA,2017-01-17,2047-01-18,496810.9,80994.17,4.357,360,NC,PURCHASE,B,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100708,B-86019,VA,2022-09-17,2032-09-17,306619.81,177936.1,3.711,120,CA,PURCHASE,B,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100436,B-39096,FHA,2019-06-11,2034-06-12,214738.46,97909.28,7.017,180,CA,PURCHASE,D,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100314,B-64355,FHA,2017-06-28,2047-06-30,303262.48,47720.57,3.728,360,NY,PURCHASE,A,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100320,B-58229,JUMBO,2017-03-26,2032-03-26,320683.25,293777.73,3.726,180,FL,REFINANCE,B,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100996,B-21413,CONVENTIONAL,2020-11-26,2035-11-27,403178.83,233854.16,6.638,180,GA,REFINANCE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100717,B-34430,CONVENTIONAL,2017-03-20,2027-03-21,243468.64,180062.17,2.711,120,TX,PURCHASE,A,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100869,B-71925,CONVENTIONAL,2021-11-20,2031-11-21,436406.11,150473.69,6.093,120,OH,REFINANCE,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100975,B-90664,FHA,2021-06-04,2051-06-05,90517.89,16152.81,3.122,360,MI,PURCHASE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100272,B-24432,FHA,2018-04-21,2033-04-21,50322.24,17147.18,3.08,180,OH,REFINANCE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100490,B-68686,VA,2015-12-02,2045-12-02,179343.5,65319.47,3.093,360,OH,CASH_OUT,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100617,B-83971,JUMBO,2018-09-03,2028-09-03,124762.19,118153.36,5.058,120,NY,PURCHASE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100475,B-44679,JUMBO,2022-03-29,2052-03-29,473010.57,428401.79,6.542,360,PA,PURCHASE,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100795,B-57745,VA,2016-01-17,2046-01-17,493957.83,398850.89,6.762,360,OH,CASH_OUT,D,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100644,B-54448,FHA,2022-04-28,2032-04-28,261189.85,176643.65,3.696,120,PA,PURCHASE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100435,B-61066,CONVENTIONAL,2021-01-30,2051-01-31,85590.65,57572.38,6.242,360,TX,REFINANCE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100671,B-68124,JUMBO,2015-06-15,2045-06-16,386575.42,262054.82,6.426,360,PA,PURCHASE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100533,B-10254,CONVENTIONAL,2019-06-21,2034-06-21,416541.35,259211.68,2.748,180,OH,CASH_OUT,A,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100094,B-56830,JUMBO,2017-06-06,2047-06-07,323203.93,113576.17,2.711,360,TX,REFINANCE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100394,B-49895,VA,2019-06-21,2034-06-21,381331.49,347428.39,4.715,180,GA,REFINANCE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100570,B-35251,VA,2015-03-24,2025-03-24,281327.01,169238.48,5.739,120,OH,PURCHASE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100661,B-72274,VA,2023-02-25,2038-02-25,389045.4,204782.76,7.035,180,PA,PURCHASE,C,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100865,B-37198,CONVENTIONAL,2018-12-05,2028-12-05,144391.45,101315.17,5.372,120,PA,CASH_OUT,D,8-10 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100855,B-40640,JUMBO,2021-12-26,2051-12-28,225991.97,193743.09,5.769,360,MI,REFINANCE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100959,B-90793,JUMBO,2021-05-30,2031-05-31,467950.62,418423.36,4.46,120,NY,REFINANCE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100241,B-99095,FHA,2015-12-11,2030-12-11,456813.49,82729.83,5.112,180,MI,REFINANCE,C,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-02-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100494,B-69579,VA,2015-08-21,2025-08-21,279730.95,51512.42,4.616,120,TX,CASH_OUT,D,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100317,B-24286,VA,2022-01-19,2032-01-20,256637.7,79031.62,3.417,120,OH,PURCHASE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100669,B-97454,JUMBO,2022-03-03,2037-03-03,354158.06,133203.35,3.546,180,PA,PURCHASE,C,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100699,B-12310,FHA,2023-08-06,2053-08-07,244350.42,85359.35,3.831,360,CA,REFINANCE,D,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100112,B-49137,JUMBO,2016-11-12,2031-11-13,110261.36,102319.21,5.979,180,CA,REFINANCE,B,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100074,B-24209,CONVENTIONAL,2020-04-29,2050-04-30,79224.21,16928.37,4.11,360,GA,CASH_OUT,C,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100703,B-72471,VA,2023-10-11,2038-10-12,280698.69,79608.99,6.152,180,CA,CASH_OUT,D,4-7 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100949,B-37533,VA,2019-01-15,2049-01-16,245137.31,27668.2,6.049,360,GA,CASH_OUT,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100635,B-77561,CONVENTIONAL,2016-02-04,2046-02-04,349105.04,249153.08,7.042,360,NY,REFINANCE,A,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-02-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100514,B-37745,JUMBO,2020-10-19,2050-10-20,249976.69,35713.05,3.752,360,OH,CASH_OUT,B,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-02-21,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100251,B-83097,FHA,2021-10-31,2036-10-31,189836.38,113100.93,6.055,180,CA,CASH_OUT,C,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100153,B-16969,JUMBO,2019-05-18,2034-05-18,335200.5,203936.68,6.046,180,FL,CASH_OUT,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100226,B-44388,JUMBO,2019-08-20,2049-08-20,334675.82,167861.53,3.502,360,NY,CASH_OUT,B,< 1 year,$0-$50k,CURRENT,0,Servicer_B,2024-02-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100749,B-42306,VA,2017-10-01,2027-10-02,216330.06,169186.56,3.491,120,MI,REFINANCE,C,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100933,B-40367,JUMBO,2019-10-24,2029-10-24,288750.83,66275.81,7.134,120,XX,CASH_OUT,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100870,B-94616,CONVENTIONAL,2017-09-21,2047-09-22,337621.99,100548.99,4.902,360,NY,PURCHASE,B,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100286,B-17050,FHA,2020-08-20,2035-08-21,435209.36,202936.72,2.864,180,OH,REFINANCE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100459,B-80248,FHA,2017-02-04,2047-02-05,214103.73,179595.05,3.986,360,OH,PURCHASE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100002,B-61062,FHA,2019-08-01,2049-08-02,410961.5,171911.75,3.492,360,TX,PURCHASE,B,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100186,B-14793,JUMBO,2017-06-28,2032-06-28,133840.79,29813.55,3.346,180,GA,REFINANCE,B,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100266,B-33910,JUMBO,2020-11-05,2035-11-06,431051.15,243418.92,7.497,180,OH,CASH_OUT,A,4-7 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100875,B-58324,FHA,2016-12-06,2031-12-08,145169.65,94588.93,7.399,180,CA,CASH_OUT,B,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100023,B-88458,FHA,2019-07-13,2034-07-14,175598.18,29748.26,6.999,180,NY,REFINANCE,D,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-02-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100040,B-42543,VA,2015-01-05,2045-01-06,91595.18,81318.73,6.284,360,PA,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100835,B-12334,JUMBO,2018-10-30,2033-10-31,97888.28,78780.23,6.102,180,CA,REFINANCE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-31,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100500,B-80204,JUMBO,2022-05-16,2037-05-16,207586.44,141716.43,5.796,180,NY,CASH_OUT,A,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100833,B-66651,FHA,2019-12-19,2029-12-19,407367.78,308159.28,6.099,120,GA,CASH_OUT,A,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100088,B-86781,VA,2023-07-23,2053-07-23,257505.43,80379.21,6.263,360,FL,REFINANCE,D,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100147,B-89857,FHA,2019-08-10,2049-08-11,240546.83,146210.93,2.709,360,GA,CASH_OUT,B,4-7 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-31,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100166,B-21348,FHA,2017-09-05,2032-09-05,92352.18,48556.49,5.552,180,MI,PURCHASE,A,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-21,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100374,B-11244,CONVENTIONAL,2022-06-24,2037-06-24,159568.35,143716.23,6.945,180,GA,CASH_OUT,D,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100137,B-28416,JUMBO,2020-09-20,2050-09-21,339087.62,70084.94,7.306,360,NY,PURCHASE,A,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100887,B-97759,CONVENTIONAL,2018-06-30,2010-01-01,227727.12,49214.98,2.977,360,TX,PURCHASE,A,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100109,B-39930,JUMBO,2019-10-29,2029-10-29,430311.91,53430.66,3.312,120,TX,REFINANCE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100201,B-79313,FHA,2015-11-23,2025-11-23,113749.98,43852.86,6.294,120,GA,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100790,B-51725,VA,2016-01-23,2031-01-24,440972.27,194004.47,4.888,180,GA,PURCHASE,B,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100009,B-54869,CONVENTIONAL,2023-05-02,2053-05-02,69646.29,58422.71,4.507,360,NC,PURCHASE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100903,B-87404,FHA,2021-08-03,2051-08-04,411893.64,219210.89,2.617,360,GA,REFINANCE,C,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100882,B-21672,CONVENTIONAL,2017-01-15,2027-01-16,361430.65,257059.53,2.514,120,NY,CASH_OUT,D,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
